	yuanlai	yuce	shaixuan
分心木、百部。分心木。苦,涩。百部。苦,甘。分心木。平。百部。微温。分心木。肾,脾。止带,止泻,缩尿,止血百部肺灭虱,止咳,润肺,杀虫。	0	0	0
厚朴花、枸杞子。厚朴花。辛,微苦。枸杞子。甘。厚朴花。温。枸杞子。平。厚朴花。胃,脾,肺。行气枸杞子肝,肺,肾润肺。	0	0	0
女贞子、茵陈蒿。女贞子。苦,甘。茵陈蒿。微苦,微辛。女贞子。凉。茵陈蒿。微寒。女贞子。肝,肾。明目,清虚热茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
大蒜、罂粟壳。大蒜。辛。罂粟壳。涩,酸。大蒜。温。罂粟壳。寒。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞罂粟壳大肠,肺,肾固肾,止痛,敛肺,涩肠。	0	0	0
马宝、板蓝根。马宝。微苦,甘,咸。板蓝根。苦。马宝。凉。板蓝根。寒。马宝。心,肝。清热,解毒,化痰板蓝根肝,胃解毒,凉血,清热,利咽。	0	0	0
大青叶、竹叶。大青叶。苦。竹叶。淡,甘。大青叶。寒。竹叶。寒。大青叶。心,肝,胃,脾。清热,凉血,解毒竹叶心,胃,肺清热,除烦,利尿,生津。	0	0	0
车前草、茵陈蒿。车前草。甘。茵陈蒿。微苦,微辛。车前草。寒。茵陈蒿。微寒。车前草。肝,膀胱,肾。解毒,清热,凉血,利尿茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
白鲜皮、白及。白鲜皮。咸,苦。白及。苦,甘,涩。白鲜皮。寒。白及。寒。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒白及胃,肺消肿,止血,生肌,收敛。	0	0	0
胡桃仁、麻黄根。胡桃仁。甘,涩。麻黄根。微苦,甘。胡桃仁。温。麻黄根。平。胡桃仁。肝,肺,肾。温肺,润肠,通便,补肾,固精麻黄根肺止汗。	0	0	0
大蓟、佩兰。大蓟。微苦,甘。佩兰。辛。大蓟。凉。佩兰。平。大蓟。心,肝。止血,消肿,凉血佩兰脾,胃解暑,和中,辟秽。	0	0	0
秦皮、茺蔚子。秦皮。苦,涩。茺蔚子。辛,甘。秦皮。寒。茺蔚子。微寒。秦皮。大肠。清热,明目,清肝,平喘,止咳茺蔚子肝清肝,明目,活血,调经。	0	0	0
绿豆、木蝴蝶。绿豆。甘。木蝴蝶。微苦,甘。绿豆。寒。木蝴蝶。微寒。绿豆。心,胃。解毒,利水,清热木蝴蝶肝,胃,肺生肌,利咽,润肺,疏肝,和胃,敛疮。	0	0	0
甘草梢、太子参。甘草梢。甘。太子参。微苦,甘。甘草梢。寒。太子参。微寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火太子参肺生津。	0	0	0
土贝母、萹蓄。土贝母。苦。萹蓄。苦。土贝母。凉。萹蓄。微寒。土贝母。脾,肺。清热,散结,化痰萹蓄大肠,膀胱通淋,止痒,杀虫,利水。	0	0	0
地锦草、莱菔子。地锦草。辛。莱菔子。甘,辛。地锦草。平。莱菔子。平。地锦草。肝,膀胱,胃,大肠,肺。清热,活血,退黄,解毒,止血莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
厚朴花、紫苏子。厚朴花。辛,微苦。紫苏子。辛。厚朴花。温。紫苏子。温。厚朴花。胃,脾,肺。行气紫苏子大肠,肺润肠,平喘,降气。	0	0	0
羚羊角、益母草。羚羊角。咸。益母草。辛,苦。羚羊角。寒。益母草。0。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
皂角刺、茯苓。皂角刺。辛。茯苓。甘,淡。皂角刺。温。茯苓。平。皂角刺。肺,肝。搜风,杀虫茯苓心,脾,肺,肾利水,健脾,安神,和胃,宁心。	0	0	0
板蓝根、侧柏叶。板蓝根。苦。侧柏叶。涩,苦。板蓝根。寒。侧柏叶。微寒。板蓝根。肝,胃。解毒,凉血,清热,利咽侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
骨碎补、独活。骨碎补。苦。独活。辛,苦。骨碎补。温。独活。0。骨碎补。肾,肝。补肾,活血,止痛独活膀胱,肾祛风,止痛,散寒。	0	0	0
瞿麦、川贝母。瞿麦。苦。川贝母。甘。瞿麦。寒。川贝母。微寒。瞿麦。心,肝,膀胱,小肠。通经,活血川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
楮实、淫羊藿。楮实。甘。淫羊藿。甘,辛。楮实。寒。淫羊藿。温。楮实。肝,脾,肾。清肝,利水,明目,健脾淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
丝瓜络、银柴胡。丝瓜络。苦。银柴胡。甘。丝瓜络。凉。银柴胡。微寒。丝瓜络。肝,胃,肺。消肿,解毒,通经银柴胡胃,肝清虚热,除疳热。	0	0	0
白果、茺蔚子。白果。涩,苦,甘。茺蔚子。辛,甘。白果。平。茺蔚子。微寒。白果。肾,肺。止带,敛肺,缩尿茺蔚子肝清肝,明目,活血,调经。	0	0	0
草果、藕节。草果。辛。藕节。涩,甘。草果。温。藕节。平。草果。胃,脾。祛痰,温中,截疟藕节肝,肾,胃止血,散瘀。	0	0	0
黄连、肉桂。黄连：苦、寒。肉桂、辛甘、热。 。黄连：归心、肝、胃、大肠经。肉桂：辛甘、热。归肾、脾、膀胱经。 黄连：泻火，燥湿，解毒，杀虫。肉桂：补元气，暖脾胃，除积冷，通血脉。 。	0	1	-1
丹参、三七。丹参：苦、微温。三七：甘微苦、温。 。丹参：归心、肝经。三七：归肝、胃、大肠经。 丹参：活血祛瘀，安神宁心，排脓，止痛。三七：止血，散瘀，消肿，定痛。 。	0	1	-1
天花粉、薤白。天花粉。微苦,甘。薤白。辛,苦。天花粉。微寒。薤白。0。天花粉。肺,胃。清热,化痰,生津,润肺,消肿薤白心,大肠,胃,肺宽胸,通阳,散结,理气。	0	0	0
萆薢、炮姜。萆薢。苦。炮姜。苦,辛。萆薢。平。炮姜。温。萆薢。肝,胃,膀胱。祛风炮姜肝,脾,胃温经,止泻,止血,温中。	0	0	0
石灰、甜瓜子。石灰。涩,苦,辛。甜瓜子。甘。石灰。温。甜瓜子。寒。石灰。肝。止痒,杀虫,敛疮,止血,解毒甜瓜子大肠,肺,胃清肺,散结,润肠。	0	0	0
龙胆草、熟地黄。龙胆草。苦。熟地黄。甘。龙胆草。寒。熟地黄。温。龙胆草。肝,胆。定惊,清热熟地黄肝,肾补血,填髓,益精。	0	0	0
补骨脂、珍珠母。补骨脂。辛,苦。珍珠母。甘,咸。补骨脂。温。珍珠母。寒。补骨脂。脾,心包,肾,胃,肺。助阳,温脾,止泻,补肾,平喘,纳气珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
小蓟、补骨脂。小蓟。甘,微苦。补骨脂。辛,苦。小蓟。凉。补骨脂。温。小蓟。肝,脾。止血,清热,凉血,消肿补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
麻黄根、淫羊藿。麻黄根。微苦,甘。淫羊藿。甘,辛。麻黄根。平。淫羊藿。温。麻黄根。肺。止汗淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
车前草、珍珠母。车前草。甘。珍珠母。甘,咸。车前草。寒。珍珠母。寒。车前草。肝,膀胱,肾。解毒,清热,凉血,利尿珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
荷叶、甜瓜子。荷叶。涩,苦。甜瓜子。甘。荷叶。平。甜瓜子。寒。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑甜瓜子大肠,肺,胃清肺,散结,润肠。	0	0	0
人参、丹参。人参：甘微苦、温。丹参：苦、微温。 。人参：归脾、肺经。丹参：归心、肝经。 人参：大补元气，固脱生津，安神。丹参：活血祛瘀，安神宁心，排脓，止痛。 。	0	1	-1
甘草梢、皂荚子。甘草梢。甘。皂荚子。辛。甘草梢。寒。皂荚子。温。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火皂荚子大肠,肺祛风,散热,散结,润肠,通便,化痰。	0	0	0
石灰、大戟。石灰。涩,苦,辛。大戟。苦,辛。石灰。温。大戟。寒。石灰。肝。止痒,杀虫,敛疮,止血,解毒大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
麻黄根、白及。麻黄根。微苦,甘。白及。苦,甘,涩。麻黄根。平。白及。寒。麻黄根。肺。止汗白及胃,肺消肿,止血,生肌,收敛。	0	0	0
藿香、陈皮。藿香：辛、微温。陈皮：辛、苦、温。 。藿香：归肺、脾、胃经。陈皮：归脾、肺经。 藿香：快气，和中，避秽，祛湿。陈皮：燥湿化痰，理气健脾。 。	0	1	-1
太子参、薤白。太子参。微苦,甘。薤白。辛,苦。太子参。微寒。薤白。0。太子参。肺。生津薤白心,大肠,胃,肺宽胸,通阳,散结,理气。	0	0	0
竹叶、沙参。竹叶。淡,甘。沙参。甘,微苦。竹叶。寒。沙参。微寒。竹叶。心,胃,肺。清热,除烦,利尿,生津沙参胃,肺生津,清热,化痰,润肺。	0	0	0
大蒜、葱白。大蒜。辛。葱白。辛。大蒜。温。葱白。温。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞葱白胃,肺杀虫,通阳,解毒。	0	0	0
茺蔚子、龙胆草。茺蔚子。辛,甘。龙胆草。苦。茺蔚子。微寒。龙胆草。寒。茺蔚子。肝。清肝,明目,活血,调经龙胆草肝,胆定惊,清热。	0	0	0
白头翁、黄精。白头翁。苦。黄精。甘。白头翁。寒。黄精。平。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热黄精脾,肺,肾润肺。	0	0	0
罂粟壳、石菖蒲。罂粟壳。涩,酸。石菖蒲。辛,苦。罂粟壳。寒。石菖蒲。微温。罂粟壳。大肠,肺,肾。固肾,止痛,敛肺,涩肠石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	1	0	1
阿胶、海蛤壳。阿胶：甘、平。海蛤壳：咸、平。 。阿胶：归肺、肝、肾经。海蛤壳：归三焦、膀胱、大肠、胃、心、肾经。 阿胶：滋阴补血，安胎。海蛤壳：清肺化痰，软坚散结，利水消肿。 。	0	1	-1
银柴胡、熟地黄。银柴胡。甘。熟地黄。甘。银柴胡。微寒。熟地黄。温。银柴胡。胃,肝。清虚热,除疳热熟地黄肝,肾补血,填髓,益精。	1	0	1
大青叶、侧柏叶。大青叶。苦。侧柏叶。涩,苦。大青叶。寒。侧柏叶。微寒。大青叶。心,肝,胃,脾。清热,凉血,解毒侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
杜仲、菊花。杜仲。微辛,甘。菊花。苦,甘。杜仲。温。菊花。微寒。杜仲。肝,肾。补肝,强筋,安胎菊花肝,肺解毒,消肿,平肝,明目,疏风,清热。	0	0	0
丝瓜络、紫苏子。丝瓜络。苦。紫苏子。辛。丝瓜络。凉。紫苏子。温。丝瓜络。肝,胃,肺。消肿,解毒,通经紫苏子大肠,肺润肠,平喘,降气。	0	0	0
瞿麦、石决明。瞿麦。苦。石决明。咸。瞿麦。寒。石决明。寒。瞿麦。心,肝,膀胱,小肠。通经,活血石决明肝清热,明目,平肝。	0	0	0
马鞭草、甜瓜子。马鞭草。辛,苦。甜瓜子。甘。马鞭草。微寒。甜瓜子。寒。马鞭草。肝,脾。解毒,消肿,活血,利水,清热,截疟,通经甜瓜子大肠,肺,胃清肺,散结,润肠。	0	0	0
骨碎补、石灰。骨碎补。苦。石灰。涩,苦,辛。骨碎补。温。石灰。温。骨碎补。肾,肝。补肾,活血,止痛石灰肝止痒,杀虫,敛疮,止血,解毒。	0	0	0
白果、白附子。白果。涩,苦,甘。白附子。辛,甘。白果。平。白附子。温。白果。肾,肺。止带,敛肺,缩尿白附子肝,胃解毒,通经,祛风。	0	0	0
茺蔚子、益母草。茺蔚子。辛,甘。益母草。辛,苦。茺蔚子。微寒。益母草。0。茺蔚子。肝。清肝,明目,活血,调经益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
白头翁、板蓝根。白头翁。苦。板蓝根。苦。白头翁。寒。板蓝根。寒。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热板蓝根肝,胃解毒,凉血,清热,利咽。	0	0	0
蟾酥、木蝴蝶。蟾酥。辛。木蝴蝶。微苦,甘。蟾酥。温。木蝴蝶。微寒。蟾酥。心。消肿,解毒,止痛,辟秽木蝴蝶肝,胃,肺生肌,利咽,润肺,疏肝,和胃,敛疮。	0	0	0
女贞子、侧柏叶。女贞子。苦,甘。侧柏叶。涩,苦。女贞子。凉。侧柏叶。微寒。女贞子。肝,肾。明目,清虚热侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
马宝、白及。马宝。微苦,甘,咸。白及。苦,甘,涩。马宝。凉。白及。寒。马宝。心,肝。清热,解毒,化痰白及胃,肺消肿,止血,生肌,收敛。	0	0	0
白芍、合欢皮。白芍：苦、酸、微寒。合欢皮：甘、平。 。白芍：归肝、脾经。合欢皮：归心、肝经。 白芍：养血柔肝，缓急止痛，敛阴收汗。合欢皮：安神解郁，活血消肿。 。	0	1	-1
秦皮、车前草。秦皮。苦,涩。车前草。甘。秦皮。寒。车前草。寒。秦皮。大肠。清热,明目,清肝,平喘,止咳车前草肝,膀胱,肾解毒,清热,凉血,利尿。	0	0	0
麻黄根、天花粉。麻黄根。微苦,甘。天花粉。微苦,甘。麻黄根。平。天花粉。微寒。麻黄根。肺。止汗天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
独活、麻黄根。独活。辛,苦。麻黄根。微苦,甘。独活。0。麻黄根。平。独活。膀胱,肾。祛风,止痛,散寒麻黄根肺止汗。	0	0	0
莱菔子、石决明。莱菔子。甘,辛。石决明。咸。莱菔子。平。石决明。寒。莱菔子。大肠,肺,胃,脾。降气,消食,化痰石决明肝清热,明目,平肝。	0	0	0
佩兰、石决明。佩兰。辛。石决明。咸。佩兰。平。石决明。寒。佩兰。脾,胃。解暑,和中,辟秽石决明肝清热,明目,平肝。	0	0	0
板蓝根、大戟。板蓝根。苦。大戟。苦,辛。板蓝根。寒。大戟。寒。板蓝根。肝,胃。解毒,凉血,清热,利咽大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
大青叶、木蝴蝶。大青叶。苦。木蝴蝶。微苦,甘。大青叶。寒。木蝴蝶。微寒。大青叶。心,肝,胃,脾。清热,凉血,解毒木蝴蝶肝,胃,肺生肌,利咽,润肺,疏肝,和胃,敛疮。	0	0	0
浮萍、石菖蒲。浮萍。辛。石菖蒲。辛,苦。浮萍。寒。石菖蒲。微温。浮萍。肺,膀胱。解表,止痒,利水,清热,解毒,消肿,发汗,透疹石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
马宝、珍珠母。马宝。微苦,甘,咸。珍珠母。甘,咸。马宝。凉。珍珠母。寒。马宝。心,肝。清热,解毒,化痰珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
大蓟、珍珠母。大蓟。微苦,甘。珍珠母。甘,咸。大蓟。凉。珍珠母。寒。大蓟。心,肝。止血,消肿,凉血珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
竹叶、牛黄。竹叶。淡,甘。牛黄。苦,甘。竹叶。寒。牛黄。凉。竹叶。心,胃,肺。清热,除烦,利尿,生津牛黄心,肝清热,开窍,清心,解毒。	0	0	0
紫草、莱菔子。紫草。苦。莱菔子。甘,辛。紫草。寒。莱菔子。平。紫草。心。活血,解毒,凉血,透疹莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
羚羊角、萹蓄。羚羊角。咸。萹蓄。苦。羚羊角。寒。萹蓄。微寒。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝萹蓄大肠,膀胱通淋,止痒,杀虫,利水。	0	0	0
白薇、鹿角胶。白薇。苦,咸。鹿角胶。咸,甘。白薇。寒。鹿角胶。温。白薇。胃,肺。解毒,利尿,疗疮,通淋,清热鹿角胶肝,肾止血,益精,益精血,安胎。	0	0	0
瞿麦、枳壳。瞿麦。苦。枳壳。酸,苦。瞿麦。寒。枳壳。微寒。瞿麦。心,肝,膀胱,小肠。通经,活血枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
大青叶、胡桃仁。大青叶。苦。胡桃仁。甘,涩。大青叶。寒。胡桃仁。温。大青叶。心,肝,胃,脾。清热,凉血,解毒胡桃仁肝,肺,肾温肺,润肠,通便,补肾,固精。	0	0	0
五加皮、天花粉。五加皮。微甘,苦,辛。天花粉。微苦,甘。五加皮。温。天花粉。微寒。五加皮。肾,肝。祛风,补肝,强筋,活血天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
白及、赤石脂。白及。苦,甘,涩。赤石脂。甘,酸,涩。白及。寒。赤石脂。温。白及。胃,肺。消肿,止血,生肌,收敛赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
石斛、白及。石斛。甘。白及。苦,甘,涩。石斛。微寒。白及。寒。石斛。肾,胃,肺。滋阴,润肺,明目,强腰,生津,清热白及胃,肺消肿,止血,生肌,收敛。	0	0	0
伏龙肝、禹余粮。伏龙肝。辛。禹余粮。咸。伏龙肝。温。禹余粮。平,寒。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血禹余粮大肠,胃,脾涩肠,止带,止血。	0	0	0
马鞭草、川贝母。马鞭草。辛,苦。川贝母。甘。马鞭草。微寒。川贝母。微寒。马鞭草。肝,脾。解毒,消肿,活血,利水,清热,截疟,通经川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
瞿麦、甜瓜子。瞿麦。苦。甜瓜子。甘。瞿麦。寒。甜瓜子。寒。瞿麦。心,肝,膀胱,小肠。通经,活血甜瓜子大肠,肺,胃清肺,散结,润肠。	0	0	0
甘草梢、罂粟壳。甘草梢。甘。罂粟壳。涩,酸。甘草梢。寒。罂粟壳。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火罂粟壳大肠,肺,肾固肾,止痛,敛肺,涩肠。	0	0	0
知母、黄芪。知母：苦、寒。黄芪：甘、微温。 。知母：归肺、胃、肾经。黄芪：归肺、脾经。 知母：清热泻火，滋阴除蒸，生津止渴。黄芪：补气升阳，固表止汗，托疮生肌，利尿消肿。本品甘温补气，为治气虚的要药。用于气虚下陷者，能补气升阳；表虚不固者，能固表止汗；气血不足者，能益气生血；气虚疮痈内陷者，能托疮排脓；气虚浮肿者，能温阳利水；气虚血痹者，能温经和血。 。	0	1	-1
白术、大腹皮。白术：苦、甘、温。大腹皮：辛、微温。 。白术：归脾、胃经。大腹皮：归脾、胃、大小肠经。 白术：补脾，益胃，燥湿，和中。大腹皮：下气宽中，利尿消肿。 。	0	1	-1
萆薢、独活。萆薢。苦。独活。辛,苦。萆薢。平。独活。0。萆薢。肝,胃,膀胱。祛风独活膀胱,肾祛风,止痛,散寒。	0	0	0
白鲜皮、石菖蒲。白鲜皮。咸,苦。石菖蒲。辛,苦。白鲜皮。寒。石菖蒲。微温。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
土贝母、石菖蒲。土贝母。苦。石菖蒲。辛,苦。土贝母。凉。石菖蒲。微温。土贝母。脾,肺。清热,散结,化痰石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
白头翁、紫苏子。白头翁。苦。紫苏子。辛。白头翁。寒。紫苏子。温。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热紫苏子大肠,肺润肠,平喘,降气。	0	0	0
